Text,string_City,score_Count People Found Review Helpful,date_Date Created,string_Name,score_Overall Rating,string_Place Location,string_State,string_User Name,Concepts
"I havent been to this actual store, but I ordered a bracelet off their website and the FedEx shipper left my package outside of the lobby area (with a photo to prove it). I was told by FedEx that I would have to communicate with the shipper (Mejuri) about filing a claim. I texted Mejuris customer service and let them know the situation and they immediately said they would ship me out a new one and they want me to receive the package as intended. I have ordered several items from Mejrui and have loved all of them so the fact that the customer service is so understanding and quick at responding makes me love the brand even more.",Chicago,0,2024-05-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Eleanor Carr,
"First time shopper here at Mejuri, not one to leave reviews but I truly loved my experience here with Abby, i enjoyed the company, making it personal, making me feel comfortable and welcome with my best friend. Definitely will be returning",Chicago,0,2024-05-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Evelyn Gutierrez,
"I love Mejuri!  Ive been a longtime customer and purchased items online before they opened a store in Chicago.  Ive shopped at their Chicago location several times.  Its been wonderful seeing the jewelry in person and trying them on.  Each staff member has been so welcoming and helpful.  Today, I stopped in and was helped by Valerie.  She helped me find a bracelet that fits my wrist and lifestyle.  She mentioned that many of the employees are art and design students.  I think thats a wonderful hiring decision.  All the staff Ive met are wonderful and have an eye for design and style.  It would be great if the employees at this location could help Mejuri with marketing and social media opportunities!  They have so much to offer.",Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Sara Brumm,
"I recently had an unfortunate experience at this location. Last week, a friend and I visited to purchase some pieces we had been eyeing and participate in their early access sale, which was invite only. We visited this store as soon they opened because my friend was traveling later in the day, and wanted to take advantage of the sale before she left. Since there were no signs up about the early accesssale, we asked staff about it.Several staff (honestly, too many staff) repeatedly asked if we actually received the invitation. Despite the fact that we knew more about the sale than your own customer service, they repeatedly asked--seeming to question whether someone like my friend would have actually received it. It was extremely odd. Now this would have been fine, but for the fact that after asking again and again, they then said they couldnt help because the sale wasnt until 7pm and there was no way to provide us with access to the sale ahead of that time.If that was truly the case, I dont know why we would be asked again and again whether we actually received the email. My friend and I were also told that the store was understaffed and they would have difficulty assisting us at all.This was my first time in this store. And it left a terrible taste and impression on me, and the culture and values of Mejuri. Macys service is better.",Chicago,10,2024-02-10 00:00:00,Mejuri,1,"940 W Randolph St, Chicago, IL, United States",IL,Suja Shunmugavelu,
"I was really excited to visit Mejuri in person, after looking at their products online for months. I drove 1 hour from burb just for this store. However, store associates were not friendly at all and seemed busy using their phones. When I had difficulty trying on their huggy hoops, they werent helpful at all. I ended up making a purchase but I dont think Im going back again. I can shop online next time.",Chicago,2,2024-03-10 00:00:00,Mejuri,1,"940 W Randolph St, Chicago, IL, United States",IL,Yuko Yadatsu-Ekyalongo,
"Ive bought several pieces from Mejuri online and have always been satisfied with their product and customer service. This is the first on site Ive been to and we had the pleasure of working with Basilisa. She was so attentive, helpful, and above and beyond in her customer service that I couldnt help but write a review. She even sent us an email a couple weeks after visiting the store with some updates on what a back ordered piece were waiting for might look like compared to another one. Really outstanding service. Thanks so much Basilisa! Well be back. :)",Chicago,1,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Evan Hunt,
"I was so happy to finally visit a Mejuri store in person, having purchased numerous items from them online in the past (most of my jewelry pieces in fact now come from Mejuri).The Chicago store is gorgeous, airy, and clean, and customers are encouraged to try on the various items on display. I was looking for some hoops to see what they'd look like on my person (I always find it hard to shop for hoops online), so was very happy to be given free reign.Special shoutout to Anna, who helped me during my visit and was the most gracious & friendly employee you could ask for when visiting any store. She really made the experience even better.",Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Bettina Zygmont,
Ive been a Mejuri customer for several years and was really excited they opened a store front in Chicago. I visited the store for the first time and had a very pleasant experience. The associate helped me exchange a pair of earrings as well as pick out another pair for my stack. They had everything I wanted in stock and I also looked at a few other pieces that I want to add to my collection eventually but wasnt ready to buy yesterday. The store was very clean and beautiful.,Chicago,1,2023-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Ashley Wenzel,
"I had the best experience working with Sydney. I came in to exchange a ring size and not only did she make the process seamless and pleasant, but she went above and beyond to return an item to me that i inadvertently left behind. Ill definitely be back and hope to work with Sydney again.",Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Molly Watson,
"Hubby and I got new rings for each other as Anniversary gifts a couple of years ago. He picked a really nice black one, I think it was called the Kent. It came professionally wrapped and even included a great silicone one to wear if needed from time to time. It also has a warranty and I thought that was great. However, back in May of this year our Kia was taken by the self proclaimed ""Kia boys"" and his ring was in the arm rest (gym, weights etc). After filing a police report, we contacted Mejuri and explained the situation. We were politely told that although they were sorry for the circumstance, a lost ring isnt covered under the warranty. It only covers damages to rings that are still in possession. Mejuri also offered for us to look at some other rings they have in stock and quoted the discounts available at that time. Although we left that conversation ring less, CPD recovered our car by that evening AND the ring was still there. Overall, great product, great quality…just be careful to ask whats all covered in events such as theft of merchandise etc regarding warranties.",Chicago,2,2024-02-10 00:00:00,Mejuri,4,"940 W Randolph St, Chicago, IL, United States",IL,PennyFrierson Enterprises,
"Worth the time and money.  I went into the West Loop location this past Saturday for the first time, and I am very happy with my experience with Jackie.  I made an appointment to get my ears pierced ahead of time and had a general idea of what jewelry I wanted to be pierced with.  They have a section in the back, by the piercing studio for you to select the allotted studs they use to pierce.  I am glad I arrived 20 min early.  It gave me enough time to double check if the jewelry online were the same and it was.  They dont have an option to tip, so I would recommend bringing cash.  ( I dont tip ppl for everything, however this qualifies it) I was lucky Jackie had a client that came early, because I had some concerns with a 40 yr old piercing my parents had done for me at 2 months old.  The old one was so high on my lobe and close to my head, and she took great time, patience and care to show me why she chose the location and exact position.  Needless to say, but I will, corp. needs to allot 45 min as standard amount of time.        This IS a lux experience, and the short window given to the piercer and client, puts a lot of stress on both parties involved.  Mejuri needs to know how lucky they are to have Jackie, and her professionalism that saved the day for the limited time we had.  As for the rest of the staff, everyone had a caring smile, even the lovely security guard.",Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Tiffany Keorkunian,
"I was super excited to go to Mejuri in person. Theres something about seeing things on hand from shopping online. I wanted to buy a birthday gift for my friend so I wanted to go in store and get a gift receipt. I went on a Saturday afternoon and it was quite busy. There were plenty of workers but none looked like they were willing to help. They stood in a corner chatting away or they were busy on their phone. The set up of the store was quite pretty. Rings on one side, necklaces on the other, and rings in the middle. I flagged down an employee who looked like she was willing to help. She was informative and I ended up making some purchase. I wish more were welcoming and were willing to help.",Chicago,8,2024-02-10 00:00:00,Mejuri,2,"940 W Randolph St, Chicago, IL, United States",IL,Allison Tang,
"My friend and I walked into this location on her recommendation and I was truly flabbergasted by the experience. I had such a good time finding a statement piece, felt at home and welcomed. Abby was awesome. Def will come back :-)",Chicago,0,2024-04-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Rainbow,
Relaxed and fun jewelry buying experience! Im so glad I got to try on what I wanted before buying. I did not catch the name of the associate I worked with but she answered all my questions and when she didnt know the answer was willing to investigate. Ill definitely be back!,Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Vera Blackwell,
"Basi was super helpful and kind, she made sure I was buying something I really loved and made sure the bracelet I wanted would fit right. She even gave us a lunch recommendation we really enjoyed! 😊",Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Daniella Vintika,
"Loved the shopping experience at Mejuri Chicago. Nicely presented selection of jewelry, cool knowledgeable associates, easy efficient way to purchase. Loved shopping, love what I bought!",Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Diane Sherman,
Excellent customer service every time Ive visited. Highly recommend!,Chicago,0,2025-01-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Jordan Power,
"We came in on a Saturday afternoon for my friend to look at and purchase her wedding band. Shed been looking at this band for months and had been looking forward to coming in and finding her perfect size. Unfortunately, Valerie was extremely rude to her and asked if she was okay. Though my friend had had 2 mimosas (and was very upfront with her about it), she didnt even try to help her before passing her off to another WONDERFUL associate. Valerie was very rude unfortunately and didnt even give my friend the time of day before walking away and ruining my friends experience. Though we had a wonderful experience with Bosalisa, we wont be purchasing her wedding band at Mejuri because of this experience.",Chicago,4,2024-02-10 00:00:00,Mejuri,1,"940 W Randolph St, Chicago, IL, United States",IL,Shelby Major,
"This was my first experience shopping with Mejuri. The store is very beautiful and in a great location. Milcla, who was very nice,  helped me pick out rings that suited my style!I am very happy with my purchase and am excited to build out my collection :)",Chicago,0,2023-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Andrea V,
Wonderful store layout and attentive stylers to help with your shopping needs,Chicago,0,2024-11-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Diana Razo,
"I went to this store to buy something for my gf. I was welcomed as if I was family. The staff was attentive to my needs and budget and they helped me pick out the perfect jewerly piece. The gf loved the piece, definiely will come back and pick an item for myself. Their chain selections are great!",Chicago,1,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Luis Rodriguez,
"Bought a necklace as a gift and they shipped me a used necklace. I wouldnt recommend this place. The diamonds were filthy and had zero shine. Even if it wasnt used, for the price, the jewelry is very average at best.Edit:customer service was so bad I have to lower the rating.",Chicago,0,2023-02-10 00:00:00,Mejuri,1,"940 W Randolph St, Chicago, IL, United States",IL,The Kozmonaut,
"I purchased a very small disk with my initials and a special date a tiny little disc with the star that I thought was a diamond chip came with it. Ive had this less than a year, and I dont wear it a lot, but that tiny little disc with the diamond chip is already turning green.",Chicago,0,2024-02-10 00:00:00,Mejuri,1,"940 W Randolph St, Chicago, IL, United States",IL,Linda Rios,
"Loved the openness of the store and how easy is to look, feel and try on the jewelry.",Chicago,0,2024-09-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Mariam Zambrano,
"This is the ninth location in the states and the fourteenth location in the world. The jewelry items ranges from $38-$2500. They have limited-edition pieces dropping every Monday. Also, they have a piercing studio. Staff and service is excellent.",Chicago,3,2023-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,NaywriChi,
love west loop mejuri & their staff. incredibly nice & professional. will definitely return & recommend to friends.,Chicago,0,2024-06-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,dawn williams,
Always a wonderful experience. Staff is welcoming and friendly. Love the jewelry selection :),Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Karina Pola,
Valerie my new best-friend very helpful. Made shopping easy,Chicago,0,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Sarah Bader,
I was standing there waiting for assistance but it looks like the staff there prioritize their service to white people and ignore minority group.,Chicago,6,2024-02-10 00:00:00,Mejuri,1,"940 W Randolph St, Chicago, IL, United States",IL,Judith Liao,
"Call before you go, things maybe out of stock. The staff is friendly and accommodating",Chicago,1,2024-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Nilam Patel,
Great service and experience,Chicago,0,2024-10-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Margaret Schmidt,
Very nice place.  Simple elegance.,Chicago,1,2023-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Scott Chaplin,
Beautiful store!,Chicago,1,2023-02-10 00:00:00,Mejuri,5,"940 W Randolph St, Chicago, IL, United States",IL,Kimmarie Muñoz,
"I go to Mejuri stores whenever Im in a town with one. Im so glad theres one in the Chicago suburbs now.I enjoyed my experience here. The associates were friendly and didnt rush me. They answered my questions and helped me with my requests. Im so bad with names, so I forgot the name of the sales associate who mainly worked with me.In general, the quality of the jewelry speaks for itself and the pricing is super reasonable. I like to treat myself to dainty pieces or statement jewelry here and there and I like to gift pieces to my friends because I know the quality would be great. Another thing about Mejuri is that I feel comfortable visiting the stores. Traditional jewelry stores or brand stores like Tiffany make me uncomfortable.Highly recommended!",Skokie,0,2025-01-20 00:00:00,Mejuri,5,"4999 Old Orchard Shopping Ctr Suite B34, Skokie, IL, United States",IL,Baigalmaa Tsolmonbaatar,
"We purchased our wedding bands at this location. The bands themselves are great. Our shopping experience was an unending hassle.Our first visit seemed alright. The store had opened recently, so they had very low stock. They didnt have stock of basic gold bands in average sizes that we could try on. They did have bands of other materials in those sizes, and they helped us size our fingers. Then we bought bands in those sizes to be shipped directly to us—not ideal, but we hoped the sizes wed pegged in-store were correct. They reassured us that, if either of us needed to move to a different size, the exchange process would be a breeze.It was not. While one of our initial rings was a success, the other needed a new size. Returning to the store to exchange it kicked off a months-long comedy of errors. The clerks for this visit had trouble at every step—finding our order, processing an exchange, checking stock. After a very long wait, it was confirmed the store still did not have stock of basic gold bands in average sizes, so we would have to essentially place an online order again. To prevent having to return to the store again, they recommended we order the next two half sizes so both could be tried on, one kept and one returned. From there the clerks had immense trouble processing an exchange, at one point turning the iPad around to show it wasnt going through the way they were trying—was that supposed to prompt an, I see, Ill just keep an expensive ring that doesnt fit then? Finally, they seemed to have been able to process the exchange and set up the two rings to ship to us.Except:we received no email confirmation of the exchange or shipment. We had to call Mejuri corporate, who were able to track down our order. Apparently the clerks had associated this new part of the order with a completely new customer account. While Mejuri corporate was able to find this, as a result for every subsequent step of the process—tracking the two new rings, returning the one that did not fit, receiving a refund for that ring—required going through Mejuri customer service.As I noted, we are happy with our rings. And Mejuris customer service on the web/phone are very helpful and prompt. Thus my experience at this store would lead me to recommend that customers simply do all shopping at Mejuri.com rather than in a store, and/or that Mejuri do a better job setting up its physical stores by having adequate stock and preparing their clerks for more situations than the simplest of sales.",Skokie,0,2025-01-10 00:00:00,Mejuri,2,"4999 Old Orchard Shopping Ctr Suite B34, Skokie, IL, United States",IL,Andrew Rogers,
"I greatly enjoyed my visit to Mejuri today. The two ladies working were fantastic! They were so kind, helpful, and patient as I picked out two rings that I am very excited about. I have been to many jewelry stores in Nashville. Mejuri offered some of the best customer service. Their jewelry is also backed with a two year warranty and free cleaning. I will be back!",Nashville,0,2025-02-03 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,amanda smith,
"Was on my 40th birthday trip and randomly walked in and asked if they pierced with a gun or a needle and was pleasantly surprised they had a piercer on sight with her own room. I have been thinking about getting another piercing in my left lobe, and it was  a great experience. Loved the jewelery selection and the piercer was a delight. So happy with my new earring and piercing.",Nashville,0,2024-12-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Liz Lucak,
"I got my ring Christmas before last, and only got to wear it twice before it started to tarnish (or what I thought was tarnish) terribly. I took it out today to clean it, and it doesnt really clean the spots- using a jewelry cleaning cloth- the gold started to chip off on the bottom and in the spots near the gem! And speaking of the gem, it also cracked on the corner on my second wear (last picture)! I was so hopeful for the opportunity to wear this gorgeous ring but its falling apart after only two wears. Its way too late for a refund, but Im just bummed about it. It just sits in its box it came in.",Nashville,0,2024-11-10 00:00:00,Mejuri,1,"2803 12th Ave S, Nashville, TN",TN,Brandee Lee Elston,
Best experience at the Mejuri in Nashville! The team is truly amazing! Kelly killed it with the piercings! If youre in town you have to check them out!,Nashville,1,2024-02-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Ashley Cesarano,
"Wonderful staff, service and product. Helpful with a return and made everything perfect.",Nashville,0,2025-01-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Peter Borkovich,
Keylas customer service was so authentic and welcoming! I instantly felt comfortable to try on some pieces and take home something that I really love! Shes a star!!,Nashville,0,2024-11-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Tatum Brown,
"I went in to buy some 14k Huggies but I left with 2 ear piercing! I got one and then I got another since Estrella Medina did such a painless piercing.  It wasnt even on myMind to get piercings but I really like the staff and Estrella was so nice and professional.  Im so happy with the personal customer service.  Will definitely be back, you just dont find service like that anymore !",Nashville,0,2024-06-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,heidi Farrell,
"Had the best time shopping at Mejuri yesterday.  I wandered in with no real intention of purchasing, but all of the girls there were so fun, funny, and helpful, I simply couldnt help it!  They made the experience so great.  Plus, I love my new rings!",Nashville,0,2024-04-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Chelsea Logan,
Love everything about this brand and the customer experience in store. I took my boyfriend in to get a necklace for valentines and was treated so well and left with the perfect gift! Will definitely be a consistent shopper here.,Nashville,0,2024-03-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Allison Johnson,
"If you havent make it to newly opened 12th south location yet, you have to!!This is NOT a paid or incentivised review, it is as authentic review as they come.What a fun place!! Every single person is genuinely nice and you feel zero pressure to buy anything. But sure do they make you feel welcomed! Even just window shopping is so inspiring!And, Nashville finally got a superb pro in ear  piercing and styling!! Kelly is THE queen!!I predict she will be booked through in near future. So if you were thinking of getting pierced- do it soon!Wow, does she know her craft!! Total pro, AND amazing artistic eye.But, probably even more important- the kindest and most genuine person, which is harder and harder to meet in Nashville.",Nashville,1,2024-02-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Dasha Max,
"Had a great experience with the staff today while shopping in 12South. They were helpful, friendly, and loved how they didnt feel super pushy and took a more educational sales approach.",Nashville,0,2024-08-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Ivey Grant,
I always knew about Mejuri brand but it was my first time visiting the brand in person. The store was nicely organized and the staffs were friendly and helpful.Id love to visit the store again next time I visit Nashville.,Nashville,2,2024-02-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Jungeun Choi,
Wonderful experience at the Nashville store! The displays in store are beautiful and the staff was very helpful with knowing details about each piece,Nashville,0,2024-05-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,alison folkersma,
I came in to inquire about piercing information. I left with 2 new ear piercings. The piercist who was there from Miami was amazing and made me feel so comfortable.,Nashville,0,2024-05-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Laurie Carlson,
My new favorite store!  I stumbled across the 12th Ave store and was shocked at how great the prices were and LOVE their products.  It was just what I was looking for...#obsessed,Nashville,0,2024-04-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Lynn Taylor,
The staff are all very friendly and make you want to come back again and again<3,Nashville,0,2024-12-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,* yuko,
"Had my first ear piercing done here, absolutely fabulous quality jewelry, kind and helpful staff, piercer was professional and kind and considerate. Absolutely worth a visit, beautiful work!",Nashville,1,2024-02-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,"Jackie ""JQ"" Hunter",
"Great experience at Mejuri Nashville on 12 South. Beautiful jewelry, fabulous staff.",Nashville,0,2024-02-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Niki Wilson,
Missy was so kind! THE STAFF IS SO PATIENT AND HELPFUL!! Glad I came to this location!,Nashville,0,2024-05-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,"Samar Kullab, MS, RDN, LDN",
"Can not say enough about the products, the service and the customer service! Ten stars if I could rate them that",Nashville,0,2024-07-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Lisa Stefanov,
Staff was very helpful and the quality of the jewelry is excellent,Nashville,1,2024-04-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Gail Bursch,
Amazing customer service! I look forward to shopping here again. :),Nashville,1,2024-02-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Rhiannon McPherson,
Beautiful store with beautiful product and very nice associates.,Nashville,0,2024-05-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Natali Hermiz,
Great store!,Nashville,0,2025-01-10 00:00:00,Mejuri,5,"2803 12th Ave S, Nashville, TN",TN,Sara McGuire,
Very nice experience coming to the store for my first time. Jewelry pieces were super cute and unique styles. One of the team members was very nice and complimented a piece I was trying on. Purchased an ear cuff that I am now obsessed with!,Miami,0,2024-11-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,lauren lavernia,
The service was fantastic. The young lady brought out many pieces for me to try on and was patient with me. Im obsessed with my ring. I will be going back to buy more.,Miami,1,2024-08-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Melanie Garcia,
"Best experience ever. Unbelievable service, awesome sales people, accommodating,and kind. Recognized our anniversary with a special gift. Reilly, Max, and Brit were exceptional. Plus, they do not pressure sale. Treated us like we were family.",Miami,2,2024-02-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Rebecca Zuberi,
"All my jewelry is from this brand now (seriously). Its high-quality, doesnt irritate my skin, and the styles go with everything. Ive been ordering online for years, but it was so fun to be able to shop in-store. Plus Max at this shop was awesome to help me pick what worked for me ❤️",Miami,0,2024-02-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Ellie Alexander,
"Beautiful jewelry with amazing customer service. I accidentally broke my bracelet and I went in to see if it could be repaired, instead Chloe replaced it for me no problem. Thank you 😌",Miami,0,2024-11-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Veronica Davila,
"The associates were extremely friendly and inviting, they truly made the shopping experience so pleasant. The jewelry is amazing and the store is beautiful but its the people who work there that make it a place worth shopping at :)",Miami,0,2024-10-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Hannah Harbour,
"While the jewelry is very gorgeous, I will say that the quality is lacking, I went to the store and wore my piece right out of the store. When I got home I went to put my favorite pendant on the chain only to see that it was twisted and one of the tiny chain links was sideways. Ill try to return but I dont have the tag since I wore it out of the store :( $150 and no days of wear, really sad.",Miami,0,2024-07-10 00:00:00,Mejuri,2,"219 NW 25th St, Miami, FL",FL,Rebecca,
Love this store! Beautiful jewelry and the staff in the store is very nice,Miami,0,2025-01-20 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Liliana Guillen,
"I recently visited the Mejuri Wynwood store and was absolutely delighted by the experience! The staff—Holly, Rue, and Maria—were incredibly warm, inviting, and friendly, making us feel welcome from the moment we stepped in. My friends and I were just browsing, and we really appreciated the no-pressure sales environment. It was all very friendly and conversational. They answered our questions promptly, and no query was too small or bothersome for them.I had been eyeing some Mejuri products for a while and was thrilled to finally see the store in person. Im excited to say Im now officially part of the Mejuri owner community! Cant wait for my next visit!",Miami,1,2024-05-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Casey Sharperson,
"The girls were so welcoming. Astriel (I am not sure if I spelled her name correctly) was amazing. She was patient and helpful in recommending different pieces and ways to style them. Great customer service, I will definitely be back!",Miami,1,2024-02-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Shana-Kay Hart,
Excellent styling and the piercing studio is beautiful. High quality jewelry. Cant wait to come back,Miami,0,2024-08-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,madison shalloo,
Ordered a necklace and bracelet online. Not worth the money. Very flimsy. Return process is a pain. Keeps telling me they cant find my email or order number. Customer service is text only.,Miami,0,2024-02-10 00:00:00,Mejuri,1,"219 NW 25th St, Miami, FL",FL,Mason Marshall,
Have always loved Mejuri. Bought some gorgeous earrings here. Quality is top notch. Store was small but had everything you need. .,Miami,0,2024-02-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Andrea Trochez,
great experience and customer service. They took there time really showing you the Jewelry and what I needed.,Miami,0,2024-05-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Marylyn Martinez,
"I purchased a nice ring at this location. Customer service was superb! Ill be back, thanks!",Miami,0,2024-05-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Vanessa G,
Great Experience buying my earrings! Ashley helped us out!,Miami,0,2024-07-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Isabella Pinera,
Beautiful pieces loved how nice the staff was:),Miami,0,2024-03-10 00:00:00,Mejuri,3,"219 NW 25th St, Miami, FL",FL,N R.,
"Very friendly and helpful staff, beautiful collections!",Miami,0,2024-05-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Maribel Zahr,
The girls at the store were super helpful and very nicee!,Miami,0,2024-02-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Maria Daniela Bolboa,
Had an amazing experience.,Miami,0,2024-02-10 00:00:00,Mejuri,5,"219 NW 25th St, Miami, FL",FL,Maximilian Fayad,
"I love this store. The staff are so friendly, passionate, kind and patient, although the VIP sale was so crazy crowded! All the four staff I had contact with went out their ways to assist me to make sure my questions and needs were answered. Before I was leaving, without asking, they even checked to see if I needed a validation of parking. All those little things really matter in the shopping experience, and thank you for this great one!",Houston,0,2024-12-10 00:00:00,Mejuri,5,"888 Westheimer Rd Suite 158, Houston, TX",TX,Shimin Bao,
Cute store and lovely staff 🥰 Highly recommend their jewelries because of the high quality. I have had some pieces for a while but the quality stays still. Its real gold so I dont even have to maintain a lot. Really happy that they have a store in Houston now!,Houston,0,2024-07-10 00:00:00,Mejuri,5,"888 Westheimer Rd Suite 158, Houston, TX",TX,Tram Ngu,
Daniel had incredible customer service and helped me pick the perfect gift this holiday season. He was easy to talk to and patient. Highly appreciate his professionalism and kindness.,Houston,0,2025-01-10 00:00:00,Mejuri,5,"888 Westheimer Rd Suite 158, Houston, TX",TX,Hiba Khurshid,
"Placed an order online for the Bold Huggie Hoops in 14k Yellow Gold, but instead received a single hoop that looks nothing like the order. Emailed customer service regarding the matter and still have not received a response regarding it. (I received a generic message staying well get back to you in 4 business days and basically says dont message us again regarding the matter because youll get pushed in the queue). Basic earring, I should have gone to my local jeweler to custom make for me, but instead spent $193 with Mejuri only to be scammed.",Houston,0,2024-09-10 00:00:00,Mejuri,1,"888 Westheimer Rd Suite 158, Houston, TX",TX,zoya khan,
"Interesting concept for a jewelry store. Unfortunately, it activated one of my pet peeves, which is not having prices on items when you go into a store. In lieu of that, there are iPads situated throughout, that you are supposed to use to look up the item to find the price. Wouldnt call this a high-end jewelry store, but had a range of low and mid price items. Very cute and modern and streamlined. If youre a minimalist, you would love this place. I am somewhat of a maximalist, but I still liked it and think it would be a good place to pick up a gift :-) worth a visit.",Houston,1,2024-02-10 00:00:00,Mejuri,4,"888 Westheimer Rd Suite 158, Houston, TX",TX,Golden Eye,
"I love this brand and this shop was spotless, I love that you can try everything on and the stylists are very welcoming and helpful!",Houston,0,2025-02-03 00:00:00,Mejuri,5,"888 Westheimer Rd Suite 158, Houston, TX",TX,Erica Archivolti,
I am so happy to have a Mejuri in Houston finally! The staff was extremely helpful in guiding me through the store and recommending products. Cant wait to come back in!,Houston,0,2023-02-10 00:00:00,Mejuri,5,"888 Westheimer Rd Suite 158, Houston, TX",TX,Shaider Divina,
"Love their jewelry, simple and cute designs. Alice is an angel and helped me find the perfect earrings!",Houston,0,2024-11-10 00:00:00,Mejuri,5,"888 Westheimer Rd Suite 158, Houston, TX",TX,María-Elisa H.,
"I want to really thank Alice for helping me look for a silver chain for my partner. She answered all of my questions, was really kind and knowledgeable. I definitely recommend you to check out this shop.",Houston,0,2024-09-10 00:00:00,Mejuri,5,"888 Westheimer Rd Suite 158, Houston, TX",TX,Jacek Wojnarowski,
